호선명,04시-05시 승하차인원,05시-06시 승하차인원,06시-07시 승하차인원,07시-08시 승하차인원,08시-09시 승하차인원,09시-10시 승하차인원,10시-11시 승하차인원,11시-12시 승하차인원,12시-13시 승하차인원,13시-14시 승하차인원,14시-15시 승하차인원,15시-16시 승하차인원,16시-17시 승하차인원,17시-18시 승하차인원,18시-19시 승하차인원,19시-20시 승하차인원,20시-21시 승하차인원,21시-22시 승하차인원,22시-23시 승하차인원,23시-24시 승하차인원,00시-01시 승하차인원,01시-02시 승하차인원,02시-03시 승하차인원,03시-04시 승하차인원
7호선,75.69767441860466,9041.06976744186,22795.720930232557,55003.441860465115,92222.02325581395,59828.51162790698,37465.3488372093,33176.95348837209,35064.32558139535,36576.83720930233,35941.51162790698,39878.79069767441,48241.767441860466,63419.09302325582,82789.04651162791,53744.232558139534,34315.11627906976,30526.95348837209,25330.860465116282,13941.372093023256,4075.7674418604647,96.0,0.0,0.0
