호선명,04시-05시 승하차인원,05시-06시 승하차인원,06시-07시 승하차인원,07시-08시 승하차인원,08시-09시 승하차인원,09시-10시 승하차인원,10시-11시 승하차인원,11시-12시 승하차인원,12시-13시 승하차인원,13시-14시 승하차인원,14시-15시 승하차인원,15시-16시 승하차인원,16시-17시 승하차인원,17시-18시 승하차인원,18시-19시 승하차인원,19시-20시 승하차인원,20시-21시 승하차인원,21시-22시 승하차인원,22시-23시 승하차인원,23시-24시 승하차인원,00시-01시 승하차인원,01시-02시 승하차인원,02시-03시 승하차인원,03시-04시 승하차인원
5호선,31.75,6331.053571428571,18853.125,50093.46428571429,80566.23214285713,43547.71428571429,29229.928571428572,28029.642857142855,29975.696428571428,31677.535714285717,31140.285714285714,34836.08928571429,41925.607142857145,55731.107142857145,75448.94642857143,43311.821428571435,29194.696428571428,26536.98214285714,21884.142857142855,11294.589285714286,3200.125,79.46428571428572,0.0178571428571428,0.0
