호선명,04시-05시 승하차인원,05시-06시 승하차인원,06시-07시 승하차인원,07시-08시 승하차인원,08시-09시 승하차인원,09시-10시 승하차인원,10시-11시 승하차인원,11시-12시 승하차인원,12시-13시 승하차인원,13시-14시 승하차인원,14시-15시 승하차인원,15시-16시 승하차인원,16시-17시 승하차인원,17시-18시 승하차인원,18시-19시 승하차인원,19시-20시 승하차인원,20시-21시 승하차인원,21시-22시 승하차인원,22시-23시 승하차인원,23시-24시 승하차인원,00시-01시 승하차인원,01시-02시 승하차인원,02시-03시 승하차인원,03시-04시 승하차인원
2호선,308.1,12054.800000000001,33562.72,86869.3,167231.32,119614.9,75754.95999999999,67739.94,72803.3,78279.6,78119.0,86337.04000000001,101118.14,138916.56,181445.5,112745.98000000001,79353.94,75684.98,64251.240000000005,33719.84,8494.2,413.02,0.06,0.0
